,Elevation,Transect,Quadrat,Point_1,Point_2,Depth
1927,600,A,18,A,2,1
1928,600,A,18,A,3,25
1929,600,A,18,A,4,16
1930,600,A,18,A,5,15
1931,600,A,18,B,1,21
1932,600,A,18,B,2,18
1933,600,A,18,B,3,16
1934,600,A,18,B,4,13
1935,600,A,18,B,5,14
1936,600,A,18,C,1,23
1937,600,A,18,C,2,18
1938,600,A,18,C,3,15
1939,600,A,18,C,4,10
1940,600,A,18,C,5,13
1941,600,A,18,D,1,22
1942,600,A,18,D,2,18
1943,600,A,18,D,3,12
1944,600,A,18,D,4,9
1945,600,A,18,D,5,10
1946,600,A,18,E,1,12
1947,600,A,18,E,2,13
1948,600,A,18,E,3,8
1949,600,A,18,E,4,3
1950,600,A,18,E,5,3
1951,600,A,19,A,1,27
1952,600,A,19,A,2,25
1953,600,A,19,A,3,20
1954,600,A,19,A,4,20
1955,600,A,19,A,5,20
1956,600,A,19,B,1,28
1957,600,A,19,B,2,30
1958,600,A,19,B,3,25
1959,600,A,19,B,4,26
1960,600,A,19,B,5,26
1961,600,A,19,C,1,30
1962,600,A,19,C,2,30
1963,600,A,19,C,3,31
1964,600,A,19,C,4,29
1965,600,A,19,C,5,31
1966,600,A,19,D,1,27
1967,600,A,19,D,2,30
1968,600,A,19,D,3,33
1969,600,A,19,D,4,33
1970,600,A,19,D,5,31
1971,600,A,19,E,1,29
1972,600,A,19,E,2,35
1973,600,A,19,E,3,26
1974,600,A,19,E,4,32
1975,600,A,19,E,5,30
1976,600,A,20,A,1,31
1977,600,A,20,A,2,32
1978,600,A,20,A,3,10
1979,600,A,20,A,4,20
1980,600,A,20,A,5,18
1981,600,A,20,B,1,30
1982,600,A,20,B,2,18
1983,600,A,20,B,3,18
1984,600,A,20,B,4,22
1985,600,A,20,B,5,13
1986,600,A,20,C,1,30
1987,600,A,20,C,2,2
1988,600,A,20,C,3,5
1989,600,A,20,C,4,20
1990,600,A,20,C,5,22
1991,600,A,20,D,1,12
1992,600,A,20,D,2,31
1993,600,A,20,D,3,26
1994,600,A,20,D,4,17
1995,600,A,20,D,5,15
1996,600,A,20,E,1,35
1997,600,A,20,E,2,26
1998,600,A,20,E,3,21
1999,600,A,20,E,4,13
2000,600,A,20,E,5,24
2001,650,A,1,A,1,30
2002,650,A,1,A,2,39
2003,650,A,1,A,3,52
2004,650,A,1,A,4,61
2005,650,A,1,A,5,69
2006,650,A,1,B,1,16
2007,650,A,1,B,2,35
2008,650,A,1,B,3,46
2009,650,A,1,B,4,60
2010,650,A,1,B,5,54
2011,650,A,1,C,1,27
2012,650,A,1,C,2,47
2013,650,A,1,C,3,42
2014,650,A,1,C,4,46
2015,650,A,1,C,5,47
2016,650,A,1,D,1,45
2017,650,A,1,D,2,42
2018,650,A,1,D,3,38
2019,650,A,1,D,4,27
2020,650,A,1,D,5,37
2021,650,A,1,E,1,33
2022,650,A,1,E,2,32
2023,650,A,1,E,3,16
2024,650,A,1,E,4,24
2025,650,A,1,E,5,29
2026,650,A,2,A,1,22
2027,650,A,2,A,2,25
2028,650,A,2,A,3,31
2029,650,A,2,A,4,25
2030,650,A,2,A,5,18
2031,650,A,2,B,1,18
2032,650,A,2,B,2,22
2033,650,A,2,B,3,22
2034,650,A,2,B,4,20
2035,650,A,2,B,5,21
2036,650,A,2,C,1,18
2037,650,A,2,C,2,22
2038,650,A,2,C,3,23
2039,650,A,2,C,4,17
2040,650,A,2,C,5,27
2041,650,A,2,D,1,16
2042,650,A,2,D,2,16
2043,650,A,2,D,3,22
2044,650,A,2,D,4,15
2045,650,A,2,D,5,27
2046,650,A,2,E,1,6
2047,650,A,2,E,2,14
2048,650,A,2,E,3,7
2049,650,A,2,E,4,27
2050,650,A,2,E,5,33
2051,650,A,3,A,1,14
2052,650,A,3,A,2,15
2053,650,A,3,A,3,27
2054,650,A,3,A,4,36
2055,650,A,3,A,5,45
2056,650,A,3,B,1,12
2057,650,A,3,B,2,20
2058,650,A,3,B,3,26
2059,650,A,3,B,4,36
2060,650,A,3,B,5,45
2061,650,A,3,C,1,16
2062,650,A,3,C,2,24
2063,650,A,3,C,3,35
2064,650,A,3,C,4,41
2065,650,A,3,C,5,46
2066,650,A,3,D,1,11
2067,650,A,3,D,2,22
2068,650,A,3,D,3,35
2069,650,A,3,D,4,34
2070,650,A,3,D,5,46
2071,650,A,3,E,1,17
2072,650,A,3,E,2,26
2073,650,A,3,E,3,37
2074,650,A,3,E,4,40
2075,650,A,3,E,5,60
2076,650,A,4,A,1,25
2077,650,A,4,A,2,22
2078,650,A,4,A,3,23
2079,650,A,4,A,4,16
2080,650,A,4,A,5,17
2081,650,A,4,B,1,19
2082,650,A,4,B,2,28
2083,650,A,4,B,3,18
2084,650,A,4,B,4,18
2085,650,A,4,B,5,12
2086,650,A,4,C,1,39
2087,650,A,4,C,2,20
2088,650,A,4,C,3,20
2089,650,A,4,C,4,17
2090,650,A,4,C,5,24
2091,650,A,4,D,1,30
2092,650,A,4,D,2,32
2093,650,A,4,D,3,18
2094,650,A,4,D,4,17
2095,650,A,4,D,5,13
2096,650,A,4,E,1,27
2097,650,A,4,E,2,31
2098,650,A,4,E,3,28
2099,650,A,4,E,4,20
2100,650,A,4,E,5,28
2101,650,A,5,A,1,25
2102,650,A,5,A,2,21
2103,650,A,5,A,3,18
2104,650,A,5,A,4,21
2105,650,A,5,A,5,22
2106,650,A,5,B,1,23
2107,650,A,5,B,2,23
2108,650,A,5,B,3,1
2109,650,A,5,B,4,12
2110,650,A,5,B,5,15
2111,650,A,5,C,1,22
2112,650,A,5,C,2,23
2113,650,A,5,C,3,10
2114,650,A,5,C,4,12
2115,650,A,5,C,5,2
2116,650,A,5,D,1,22
2117,650,A,5,D,2,20
2118,650,A,5,D,3,12
2119,650,A,5,D,4,7
2120,650,A,5,D,5,19
2121,650,A,5,E,1,30
2122,650,A,5,E,2,31
2123,650,A,5,E,3,15
2124,650,A,5,E,4,4
2125,650,A,5,E,5,0
2126,650,A,6,A,1,15
2127,650,A,6,A,2,15
2128,650,A,6,A,3,61
2129,650,A,6,A,4,41
2130,650,A,6,A,5,25
2131,650,A,6,B,1,0
2132,650,A,6,B,2,8
2133,650,A,6,B,3,60
2134,650,A,6,B,4,40
2135,650,A,6,B,5,25
2136,650,A,6,C,1,3
2137,650,A,6,C,2,14
2138,650,A,6,C,3,92
2139,650,A,6,C,4,62
2140,650,A,6,C,5,59
2141,650,A,6,D,1,5
2142,650,A,6,D,2,3
2143,650,A,6,D,3,99
2144,650,A,6,D,4,73
2145,650,A,6,D,5,65
2146,650,A,6,E,1,0
2147,650,A,6,E,2,10
2148,650,A,6,E,3,101
2149,650,A,6,E,4,69
2150,650,A,6,E,5,5
2151,650,A,7,A,1,33
2152,650,A,7,A,2,33
2153,650,A,7,A,3,32
2154,650,A,7,A,4,27
2155,650,A,7,A,5,27
2156,650,A,7,B,1,21
2157,650,A,7,B,2,28
2158,650,A,7,B,3,31
2159,650,A,7,B,4,30
2160,650,A,7,B,5,22
2161,650,A,7,C,1,33
2162,650,A,7,C,2,41
2163,650,A,7,C,3,33
2164,650,A,7,C,4,26
2165,650,A,7,C,5,23
2166,650,A,7,D,1,43
2167,650,A,7,D,2,35
2168,650,A,7,D,3,31
2169,650,A,7,D,4,24
2170,650,A,7,D,5,22
2171,650,A,7,E,1,50
2172,650,A,7,E,2,44
2173,650,A,7,E,3,30
2174,650,A,7,E,4,24
2175,650,A,7,E,5,19
2176,650,A,8,A,1,34
2177,650,A,8,A,2,45
2178,650,A,8,A,3,42
2179,650,A,8,A,4,43
2180,650,A,8,A,5,29
2181,650,A,8,B,1,31
2182,650,A,8,B,2,44
2183,650,A,8,B,3,46
2184,650,A,8,B,4,46
2185,650,A,8,B,5,39
2186,650,A,8,C,1,28
2187,650,A,8,C,2,42
2188,650,A,8,C,3,49
2189,650,A,8,C,4,47
2190,650,A,8,C,5,18
2191,650,A,8,D,1,26
2192,650,A,8,D,2,41
2193,650,A,8,D,3,40
2194,650,A,8,D,4,41
2195,650,A,8,D,5,10
2196,650,A,8,E,1,34
2197,650,A,8,E,2,38
2198,650,A,8,E,3,47
2199,650,A,8,E,4,45
2200,650,A,8,E,5,33
2201,650,A,9,A,1,37
2202,650,A,9,A,2,34
2203,650,A,9,A,3,26
2204,650,A,9,A,4,23
2205,650,A,9,A,5,18
2206,650,A,9,B,1,27
2207,650,A,9,B,2,37
2208,650,A,9,B,3,33
2209,650,A,9,B,4,21
2210,650,A,9,B,5,14
2211,650,A,9,C,1,43
2212,650,A,9,C,2,42
2213,650,A,9,C,3,34
2214,650,A,9,C,4,20
2215,650,A,9,C,5,27
2216,650,A,9,D,1,52
2217,650,A,9,D,2,46
2218,650,A,9,D,3,22
2219,650,A,9,D,4,27
2220,650,A,9,D,5,35
2221,650,A,9,E,1,57
2222,650,A,9,E,2,46
2223,650,A,9,E,3,42
2224,650,A,9,E,4,40
2225,650,A,9,E,5,40
2226,650,A,10,A,1,5
2227,650,A,10,A,2,2
2228,650,A,10,A,3,2
2229,650,A,10,A,4,27
2230,650,A,10,A,5,27
2231,650,A,10,B,1,34
2232,650,A,10,B,2,34
2233,650,A,10,B,3,21
2234,650,A,10,B,4,35
2235,650,A,10,B,5,11
2236,650,A,10,C,1,67
2237,650,A,10,C,2,66
2238,650,A,10,C,3,52
2239,650,A,10,C,4,47
2240,650,A,10,C,5,21
2241,650,A,10,D,1,63
2242,650,A,10,D,2,57
2243,650,A,10,D,3,48
2244,650,A,10,D,4,47
2245,650,A,10,D,5,53
2246,650,A,10,E,1,59
2247,650,A,10,E,2,15
2248,650,A,10,E,3,61
2249,650,A,10,E,4,55
2250,650,A,10,E,5,49
2251,650,A,11,A,1,20
2252,650,A,11,A,2,15
2253,650,A,11,A,3,12
2254,650,A,11,A,4,14
2255,650,A,11,A,5,5
2256,650,A,11,B,1,23
2257,650,A,11,B,2,1
2258,650,A,11,B,3,2
2259,650,A,11,B,4,19
2260,650,A,11,B,5,25
2261,650,A,11,C,1,30
2262,650,A,11,C,2,0
2263,650,A,11,C,3,26
2264,650,A,11,C,4,22
2265,650,A,11,C,5,23
2266,650,A,11,D,1,28
2267,650,A,11,D,2,32
2268,650,A,11,D,3,19
2269,650,A,11,D,4,25
2270,650,A,11,D,5,27
2271,650,A,11,E,1,30
2272,650,A,11,E,2,31
2273,650,A,11,E,3,25
2274,650,A,11,E,4,32
2275,650,A,11,E,5,28
2276,650,A,12,A,1,25
2277,650,A,12,A,2,27
2278,650,A,12,A,3,24
2279,650,A,12,A,4,4
2280,650,A,12,A,5,23
2281,650,A,12,B,1,28
2282,650,A,12,B,2,28
2283,650,A,12,B,3,22
2284,650,A,12,B,4,20
2285,650,A,12,B,5,20
2286,650,A,12,C,1,13
2287,650,A,12,C,2,27
2288,650,A,12,C,3,20
2289,650,A,12,C,4,23
2290,650,A,12,C,5,12
2291,650,A,12,D,1,27
2292,650,A,12,D,2,21
2293,650,A,12,D,3,20
2294,650,A,12,D,4,23
2295,650,A,12,D,5,30
2296,650,A,12,E,1,25
2297,650,A,12,E,2,24
2298,650,A,12,E,3,8
2299,650,A,12,E,4,21
2300,650,A,12,E,5,21
2301,650,A,13,A,1,23
2302,650,A,13,A,2,26
2303,650,A,13,A,3,29
2304,650,A,13,A,4,26
2305,650,A,13,A,5,38
2306,650,A,13,B,1,17
2307,650,A,13,B,2,20
2308,650,A,13,B,3,19
2309,650,A,13,B,4,37
2310,650,A,13,B,5,20
2311,650,A,13,C,1,7
2312,650,A,13,C,2,27
2313,650,A,13,C,3,3
2314,650,A,13,C,4,12
2315,650,A,13,C,5,40
2316,650,A,13,D,1,10
2317,650,A,13,D,2,28
2318,650,A,13,D,3,14
2319,650,A,13,D,4,33
2320,650,A,13,D,5,20
2321,650,A,13,E,1,26
2322,650,A,13,E,2,30
2323,650,A,13,E,3,34
2324,650,A,13,E,4,30
2325,650,A,13,E,5,34
2326,650,A,14,A,1,37
2327,650,A,14,A,2,41
2328,650,A,14,A,3,37
2329,650,A,14,A,4,28
2330,650,A,14,A,5,17
2331,650,A,14,B,1,43
2332,650,A,14,B,2,44
2333,650,A,14,B,3,35
2334,650,A,14,B,4,24
2335,650,A,14,B,5,20
2336,650,A,14,C,1,45
2337,650,A,14,C,2,30
2338,650,A,14,C,3,36
2339,650,A,14,C,4,30
2340,650,A,14,C,5,28
2341,650,A,14,D,1,51
2342,650,A,14,D,2,49
2343,650,A,14,D,3,38
2344,650,A,14,D,4,32
2345,650,A,14,D,5,34
2346,650,A,14,E,1,54
2347,650,A,14,E,2,44
2348,650,A,14,E,3,27
2349,650,A,14,E,4,32
2350,650,A,14,E,5,35
2351,650,A,15,A,1,13
2352,650,A,15,A,2,25
2353,650,A,15,A,3,30
2354,650,A,15,A,4,30
2355,650,A,15,A,5,21
2356,650,A,15,B,1,30
2357,650,A,15,B,2,15
2358,650,A,15,B,3,29
2359,650,A,15,B,4,29
2360,650,A,15,B,5,32
2361,650,A,15,C,1,23
2362,650,A,15,C,2,12
2363,650,A,15,C,3,23
2364,650,A,15,C,4,29
2365,650,A,15,C,5,30
2366,650,A,15,D,1,24
2367,650,A,15,D,2,28
2368,650,A,15,D,3,24
2369,650,A,15,D,4,27
2370,650,A,15,D,5,29
2371,650,A,15,E,1,34
2372,650,A,15,E,2,10
2373,650,A,15,E,3,11
2374,650,A,15,E,4,23
2375,650,A,15,E,5,21
2376,650,A,16,A,1,31
2377,650,A,16,A,2,33
2378,650,A,16,A,3,35
2379,650,A,16,A,4,31
2380,650,A,16,A,5,23
2381,650,A,16,B,1,25
2382,650,A,16,B,2,37
2383,650,A,16,B,3,36
2384,650,A,16,B,4,27
2385,650,A,16,B,5,25
2386,650,A,16,C,1,37
2387,650,A,16,C,2,0
2388,650,A,16,C,3,37
2389,650,A,16,C,4,27
2390,650,A,16,C,5,26
2391,650,A,16,D,1,35
2392,650,A,16,D,2,31
2393,650,A,16,D,3,32
2394,650,A,16,D,4,30
2395,650,A,16,D,5,25
2396,650,A,16,E,1,44
2397,650,A,16,E,2,45
2398,650,A,16,E,3,30
2399,650,A,16,E,4,21
2400,650,A,16,E,5,15
2401,650,A,17,A,1,42
2402,650,A,17,A,2,37
2403,650,A,17,A,3,35
2404,650,A,17,A,4,30
2405,650,A,17,A,5,25
2406,650,A,17,B,1,37
2407,650,A,17,B,2,37
2408,650,A,17,B,3,35
2409,650,A,17,B,4,22
2410,650,A,17,B,5,29
2411,650,A,17,C,1,37
2412,650,A,17,C,2,35
2413,650,A,17,C,3,34
2414,650,A,17,C,4,20
2415,650,A,17,C,5,25
2416,650,A,17,D,1,36
2417,650,A,17,D,2,35
2418,650,A,17,D,3,31
2419,650,A,17,D,4,29
2420,650,A,17,D,5,28
2421,650,A,17,E,1,29
2422,650,A,17,E,2,31
2423,650,A,17,E,3,32
2424,650,A,17,E,4,27
2425,650,A,17,E,5,24
2426,650,A,18,A,1,30
2427,650,A,18,A,2,22
2428,650,A,18,A,3,30
2429,650,A,18,A,4,20
2430,650,A,18,A,5,20
2431,650,A,18,B,1,32
2432,650,A,18,B,2,30
2433,650,A,18,B,3,27
2434,650,A,18,B,4,15
2435,650,A,18,B,5,24
2436,650,A,18,C,1,30
2437,650,A,18,C,2,30
2438,650,A,18,C,3,26
2439,650,A,18,C,4,24
2440,650,A,18,C,5,28
2441,650,A,18,D,1,28
2442,650,A,18,D,2,25
2443,650,A,18,D,3,25
2444,650,A,18,D,4,19
2445,650,A,18,D,5,26
2446,650,A,18,E,1,20
2447,650,A,18,E,2,21
2448,650,A,18,E,3,22
2449,650,A,18,E,4,16
2450,650,A,18,E,5,22
2451,650,A,19,A,1,40
2452,650,A,19,A,2,31
2453,650,A,19,A,3,18
2454,650,A,19,A,4,18
2455,650,A,19,A,5,20
2456,650,A,19,B,1,40
2457,650,A,19,B,2,33
2458,650,A,19,B,3,29
2459,650,A,19,B,4,27
2460,650,A,19,B,5,25
2461,650,A,19,C,1,44
2462,650,A,19,C,2,32
2463,650,A,19,C,3,29
2464,650,A,19,C,4,33
2465,650,A,19,C,5,31
2466,650,A,19,D,1,42
2467,650,A,19,D,2,4
2468,650,A,19,D,3,25
2469,650,A,19,D,4,36
2470,650,A,19,D,5,38
2471,650,A,19,E,1,49
2472,650,A,19,E,2,39
2473,650,A,19,E,3,12
2474,650,A,19,E,4,30
2475,650,A,19,E,5,44
2476,650,A,20,A,1,15
2477,650,A,20,A,2,19
2478,650,A,20,A,3,24
2479,650,A,20,A,4,18
2480,650,A,20,A,5,15
2481,650,A,20,B,1,10
2482,650,A,20,B,2,16
2483,650,A,20,B,3,20
2484,650,A,20,B,4,20
2485,650,A,20,B,5,19
2486,650,A,20,C,1,20
2487,650,A,20,C,2,15
2488,650,A,20,C,3,17
2489,650,A,20,C,4,21
2490,650,A,20,C,5,22
2491,650,A,20,D,1,17
2492,650,A,20,D,2,15
2493,650,A,20,D,3,18
2494,650,A,20,D,4,15
2495,650,A,20,D,5,24
2496,650,A,20,E,1,11
2497,650,A,20,E,2,10
2498,650,A,20,E,3,15
2499,650,A,20,E,4,17
2500,650,A,20,E,5,15
2501,700,A,1,A,1,40
2502,700,A,1,A,2,35
2503,700,A,1,A,3,30
2504,700,A,1,A,4,30
2505,700,A,1,A,5,30
2506,700,A,1,B,1,50
2507,700,A,1,B,2,42
2508,700,A,1,B,3,37
2509,700,A,1,B,4,36
2510,700,A,1,B,5,26
2511,700,A,1,C,1,64
2512,700,A,1,C,2,62
2513,700,A,1,C,3,29
2514,700,A,1,C,4,45
2515,700,A,1,C,5,55
2516,700,A,1,D,1,81
2517,700,A,1,D,2,80
2518,700,A,1,D,3,55
2519,700,A,1,D,4,60
2520,700,A,1,D,5,61
2521,700,A,1,E,1,81
2522,700,A,1,E,2,81
2523,700,A,1,E,3,83
2524,700,A,1,E,4,80
2525,700,A,1,E,5,81
2526,700,A,2,A,1,37
2527,700,A,2,A,2,78
2528,700,A,2,A,3,89
2529,700,A,2,A,4,83
2530,700,A,2,A,5,78
2531,700,A,2,B,1,81
2532,700,A,2,B,2,75
2533,700,A,2,B,3,74
2534,700,A,2,B,4,68
2535,700,A,2,B,5,72
2536,700,A,2,C,1,75
2537,700,A,2,C,2,71
2538,700,A,2,C,3,66
2539,700,A,2,C,4,63
2540,700,A,2,C,5,64
2541,700,A,2,D,1,58
2542,700,A,2,D,2,57
2543,700,A,2,D,3,56
2544,700,A,2,D,4,47
2545,700,A,2,D,5,47
2546,700,A,2,E,1,40
2547,700,A,2,E,2,44
2548,700,A,2,E,3,44
2549,700,A,2,E,4,30
2550,700,A,2,E,5,30
2551,700,A,3,A,1,30
2552,700,A,3,A,2,35
2553,700,A,3,A,3,40
2554,700,A,3,A,4,33
2555,700,A,3,A,5,29
2556,700,A,3,B,1,50
2557,700,A,3,B,2,39
2558,700,A,3,B,3,38
2559,700,A,3,B,4,33
2560,700,A,3,B,5,12
2561,700,A,3,C,1,48
2562,700,A,3,C,2,47
2563,700,A,3,C,3,40
2564,700,A,3,C,4,22
2565,700,A,3,C,5,18
2566,700,A,3,D,1,56
2567,700,A,3,D,2,47
2568,700,A,3,D,3,40
2569,700,A,3,D,4,31
2570,700,A,3,D,5,30
2571,700,A,3,E,1,63
2572,700,A,3,E,2,42
2573,700,A,3,E,3,35
2574,700,A,3,E,4,32
2575,700,A,3,E,5,32
2576,700,A,4,A,1,31
2577,700,A,4,A,2,34
2578,700,A,4,A,3,17
2579,700,A,4,A,4,7
2580,700,A,4,A,5,42
2581,700,A,4,B,1,31
2582,700,A,4,B,2,28
2583,700,A,4,B,3,17
2584,700,A,4,B,4,15
2585,700,A,4,B,5,40
2586,700,A,4,C,1,32
2587,700,A,4,C,2,31
2588,700,A,4,C,3,28
2589,700,A,4,C,4,33
2590,700,A,4,C,5,28
2591,700,A,4,D,1,15
2592,700,A,4,D,2,28
2593,700,A,4,D,3,40
2594,700,A,4,D,4,13
2595,700,A,4,D,5,36
2596,700,A,4,E,1,11
2597,700,A,4,E,2,36
2598,700,A,4,E,3,29
2599,700,A,4,E,4,33
2600,700,A,4,E,5,40
2601,700,A,5,A,1,21
2602,700,A,5,A,2,21
2603,700,A,5,A,3,26
2604,700,A,5,A,4,29
2605,700,A,5,A,5,33
2606,700,A,5,B,1,22
2607,700,A,5,B,2,26
2608,700,A,5,B,3,25
2609,700,A,5,B,4,31
2610,700,A,5,B,5,35
2611,700,A,5,C,1,23
2612,700,A,5,C,2,32
2613,700,A,5,C,3,30
2614,700,A,5,C,4,32
2615,700,A,5,C,5,33
2616,700,A,5,D,1,20
2617,700,A,5,D,2,30
2618,700,A,5,D,3,36
2619,700,A,5,D,4,22
2620,700,A,5,D,5,38
2621,700,A,5,E,1,27
2622,700,A,5,E,2,29
2623,700,A,5,E,3,28
2624,700,A,5,E,4,36
2625,700,A,5,E,5,38
2626,700,A,6,A,1,18
2627,700,A,6,A,2,20
2628,700,A,6,A,3,30
2629,700,A,6,A,4,24
2630,700,A,6,A,5,20
2631,700,A,6,B,1,33
2632,700,A,6,B,2,30
2633,700,A,6,B,3,21
2634,700,A,6,B,4,18
2635,700,A,6,B,5,22
2636,700,A,6,C,1,22
2637,700,A,6,C,2,20
2638,700,A,6,C,3,23
2639,700,A,6,C,4,13
2640,700,A,6,C,5,22
2641,700,A,6,D,1,25
2642,700,A,6,D,2,18
2643,700,A,6,D,3,18
2644,700,A,6,D,4,7
2645,700,A,6,D,5,28
2646,700,A,6,E,1,20
2647,700,A,6,E,2,20
2648,700,A,6,E,3,22
2649,700,A,6,E,4,15
2650,700,A,6,E,5,27
2651,700,A,7,A,1,19
2652,700,A,7,A,2,12
2653,700,A,7,A,3,10
2654,700,A,7,A,4,12
2655,700,A,7,A,5,11
2656,700,A,7,B,1,16
2657,700,A,7,B,2,10
2658,700,A,7,B,3,13
2659,700,A,7,B,4,14
2660,700,A,7,B,5,20
2661,700,A,7,C,1,12
2662,700,A,7,C,2,20
2663,700,A,7,C,3,20
2664,700,A,7,C,4,14
2665,700,A,7,C,5,18
2666,700,A,7,D,1,16
2667,700,A,7,D,2,8
2668,700,A,7,D,3,22
2669,700,A,7,D,4,21
2670,700,A,7,D,5,25
2671,700,A,7,E,1,15
2672,700,A,7,E,2,12
2673,700,A,7,E,3,20
2674,700,A,7,E,4,19
2675,700,A,7,E,5,19
2676,700,A,8,A,1,26
2677,700,A,8,A,2,31
2678,700,A,8,A,3,31
2679,700,A,8,A,4,28
2680,700,A,8,A,5,28
2681,700,A,8,B,1,28
2682,700,A,8,B,2,31
2683,700,A,8,B,3,30
2684,700,A,8,B,4,26
2685,700,A,8,B,5,23
2686,700,A,8,C,1,27
2687,700,A,8,C,2,26
2688,700,A,8,C,3,29
2689,700,A,8,C,4,29
2690,700,A,8,C,5,35
2691,700,A,8,D,1,25
2692,700,A,8,D,2,27
2693,700,A,8,D,3,25
2694,700,A,8,D,4,25
2695,700,A,8,D,5,30
2696,700,A,8,E,1,16
2697,700,A,8,E,2,25
2698,700,A,8,E,3,24
2699,700,A,8,E,4,20
2700,700,A,8,E,5,20
2701,700,A,9,A,1,26
2702,700,A,9,A,2,26
2703,700,A,9,A,3,18
2704,700,A,9,A,4,15
2705,700,A,9,A,5,13
2706,700,A,9,B,1,24
2707,700,A,9,B,2,22
2708,700,A,9,B,3,18
2709,700,A,9,B,4,17
2710,700,A,9,B,5,13
2711,700,A,9,C,1,23
2712,700,A,9,C,2,21
2713,700,A,9,C,3,15
2714,700,A,9,C,4,15
2715,700,A,9,C,5,13
2716,700,A,9,D,1,22
2717,700,A,9,D,2,18
2718,700,A,9,D,3,15
2719,700,A,9,D,4,13
2720,700,A,9,D,5,12
2721,700,A,9,E,1,20
2722,700,A,9,E,2,17
2723,700,A,9,E,3,14
2724,700,A,9,E,4,11
2725,700,A,9,E,5,10
2726,700,A,10,A,1,21
2727,700,A,10,A,2,21
2728,700,A,10,A,3,20
2729,700,A,10,A,4,20
2730,700,A,10,A,5,18
2731,700,A,10,B,1,22
2732,700,A,10,B,2,16
2733,700,A,10,B,3,15
2734,700,A,10,B,4,15
2735,700,A,10,B,5,16
2736,700,A,10,C,1,21
2737,700,A,10,C,2,20
2738,700,A,10,C,3,16
2739,700,A,10,C,4,14
2740,700,A,10,C,5,17
2741,700,A,10,D,1,23
2742,700,A,10,D,2,22
2743,700,A,10,D,3,18
2744,700,A,10,D,4,13
2745,700,A,10,D,5,15
2746,700,A,10,E,1,21
2747,700,A,10,E,2,19
2748,700,A,10,E,3,17
2749,700,A,10,E,4,13
2750,700,A,10,E,5,12
2751,700,A,11,A,1,23
2752,700,A,11,A,2,23
2753,700,A,11,A,3,22
2754,700,A,11,A,4,21
2755,700,A,11,A,5,26
2756,700,A,11,B,1,25
2757,700,A,11,B,2,25
2758,700,A,11,B,3,18
2759,700,A,11,B,4,26
2760,700,A,11,B,5,26
2761,700,A,11,C,1,26
2762,700,A,11,C,2,27
2763,700,A,11,C,3,23
2764,700,A,11,C,4,28
2765,700,A,11,C,5,27
2766,700,A,11,D,1,23
2767,700,A,11,D,2,25
2768,700,A,11,D,3,28
2769,700,A,11,D,4,29
2770,700,A,11,D,5,28
2771,700,A,11,E,1,27
2772,700,A,11,E,2,19
2773,700,A,11,E,3,28
2774,700,A,11,E,4,27
2775,700,A,11,E,5,27
2776,700,A,12,A,1,20
2777,700,A,12,A,2,20
2778,700,A,12,A,3,26
2779,700,A,12,A,4,16
2780,700,A,12,A,5,25
2781,700,A,12,B,1,22
2782,700,A,12,B,2,20
2783,700,A,12,B,3,20
2784,700,A,12,B,4,25
2785,700,A,12,B,5,30
2786,700,A,12,C,1,22
2787,700,A,12,C,2,21
2788,700,A,12,C,3,25
2789,700,A,12,C,4,25
2790,700,A,12,C,5,32
2791,700,A,12,D,1,23
2792,700,A,12,D,2,22
2793,700,A,12,D,3,25
2794,700,A,12,D,4,25
2795,700,A,12,D,5,26
2796,700,A,12,E,1,21
2797,700,A,12,E,2,20
2798,700,A,12,E,3,22
2799,700,A,12,E,4,19
2800,700,A,12,E,5,17
2801,700,A,13,A,1,20
2802,700,A,13,A,2,18
2803,700,A,13,A,3,20
2804,700,A,13,A,4,29
2805,700,A,13,A,5,28
2806,700,A,13,B,1,26
2807,700,A,13,B,2,13
2808,700,A,13,B,3,15
2809,700,A,13,B,4,28
2810,700,A,13,B,5,31
2811,700,A,13,C,1,34
2812,700,A,13,C,2,25
2813,700,A,13,C,3,38
2814,700,A,13,C,4,31
2815,700,A,13,C,5,44
2816,700,A,13,D,1,39
2817,700,A,13,D,2,39
2818,700,A,13,D,3,39
2819,700,A,13,D,4,42
2820,700,A,13,D,5,51
2821,700,A,13,E,1,27
2822,700,A,13,E,2,32
2823,700,A,13,E,3,42
2824,700,A,13,E,4,48
2825,700,A,13,E,5,50
2826,700,A,14,A,1,20
2827,700,A,14,A,2,25
2828,700,A,14,A,3,32
2829,700,A,14,A,4,35
2830,700,A,14,A,5,35
2831,700,A,14,B,1,26
2832,700,A,14,B,2,31
2833,700,A,14,B,3,36
2834,700,A,14,B,4,37
2835,700,A,14,B,5,40
2836,700,A,14,C,1,35
2837,700,A,14,C,2,33
2838,700,A,14,C,3,35
2839,700,A,14,C,4,34
2840,700,A,14,C,5,42
2841,700,A,14,D,1,37
2842,700,A,14,D,2,35
2843,700,A,14,D,3,23
2844,700,A,14,D,4,34
2845,700,A,14,D,5,39
2846,700,A,14,E,1,33
2847,700,A,14,E,2,33
2848,700,A,14,E,3,29
2849,700,A,14,E,4,30
2850,700,A,14,E,5,34
2851,700,A,15,A,1,30
2852,700,A,15,A,2,25
2853,700,A,15,A,3,22
2854,700,A,15,A,4,21
2855,700,A,15,A,5,20
2856,700,A,15,B,1,30
2857,700,A,15,B,2,23
